City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,La Sarre,CA,48.8002,-79.1996,54.5,73,74,4.9,broken clouds
700,Heishan,CN,41.6892,122.1128,49.08,59,12,2.35,few clouds
701,Tetouan,MA,35.5711,-5.3724,81.48,83,40,5.75,scattered clouds
702,Egvekinot,RU,66.3167,-179.1667,12.72,72,22,8.95,few clouds
703,Ikot Ekpene,NG,5.1794,7.7108,74.43,97,100,5.21,light rain
704,Beihai,CN,21.4833,109.1,83.61,72,1,4.74,light rain
705,Safford,US,32.834,-109.7076,70.93,52,1,5.75,clear sky
706,Zambrow,PL,52.9855,22.2432,49.19,77,73,6.55,broken clouds
707,Ozorkow,PL,51.9634,19.2914,54.88,82,97,8.14,overcast clouds
708,Cozumel,MX,20.5083,-86.9458,87.87,66,40,5.75,scattered clouds
709,Paro,BT,27.4305,89.4133,58.6,93,88,3.11,overcast clouds
710,Ketchikan,US,55.3422,-131.6461,49.98,95,100,14.83,moderate rain
711,Broken Hill,AU,-31.95,141.4333,49.15,93,8,9.22,clear sky
712,Lahan,NP,26.7296,86.4951,79.14,78,36,6.13,scattered clouds
713,Abha,SA,18.2164,42.5053,67.82,77,20,0.0,few clouds
714,Ewo,CG,-0.8725,14.8206,76.1,83,100,4.59,light rain
715,Sao Francisco,BR,-15.9486,-44.8644,100.9,18,17,6.6,few clouds
716,Redmond,US,47.674,-122.1215,58.86,88,56,1.01,broken clouds
717,Turinsk,RU,58.0458,63.696,38.8,58,100,3.83,overcast clouds
718,Weston,US,26.1004,-80.3998,86.02,76,90,4.61,overcast clouds
719,Bend,US,44.0582,-121.3153,58.32,58,20,1.01,few clouds
720,Alyangula,AU,-13.8483,136.4192,77.86,81,57,8.5,broken clouds
721,Vila Franca Do Campo,PT,37.7167,-25.4333,78.19,71,56,3.27,broken clouds
